2.5436	2.5502	0.0014
10.0261	10.0545	0.0028
4.1774	4.1888	0.0001
2.5746	2.5813	0.0031
10.4718	10.5015	0.0029
4.2655	4.2772	-0.0029
2.6131	2.6199	0.0003
10.9608	10.9919	0.0027
4.3416	4.3535	-0
1.7502	1.7546	-0.001
11.4843	11.5169	0.0043
4.4214	4.4335	0.0026
12.0814	12.1158	0.003
1.7689	1.7733	-0.0007
1.435	1.4385	-0.0011
2.6477	2.6546	0.0005
12.7304	12.7667	0.0034
1.4485	1.452	0.0004
2.6851	2.6921	-0.0005
1.7869	1.7913	0.0006
13.4614	13.4998	0.0026
1.4664	1.4699	-0.003
1.8021	1.8066	0.0046
4.5175	4.5299	0.0002
14.2608	14.3016	0.004
1.4822	1.4858	-0.0039
2.7216	2.7288	-0.0005
15.1739	15.2173	0.0042
1.4928	1.4964	0.0015
4.6091	4.6217	0.0008
2.7565	2.7637	0.0012
1.8235	1.8281	0.0031
4.7091	4.722	-0.0003
16.2049	16.2513	0.005
2.7973	2.8046	-0.0004
4.8064	4.8196	0.0009
17.3905	17.4404	0.0054
2.8398	2.8473	-0.0023
1.5104	1.5141	-0.0009
4.9122	4.9257	0.0006
18.8045	18.8584	0.0021
2.8756	2.8832	0.0003
1.5281	1.5319	-0.0032
5.0154	5.0292	0.0027
87.9728	89.0023	0.0225
88.7241	89.7625	0.0081
89.065	90.1073	0.0016
20.4165	20.4751	0.0024
1.5387	1.5425	0.0027
2.9151	2.9228	0.0012
1.8501	1.8547	-0.0028
1.5551	1.559	0.0023
2.9577	2.9655	0.001
1.8699	1.8746	-0.0022
5.1301	5.1442	0.0024
1.5738	1.5777	-0.0003
1.887	1.8917	0.0012
3.0014	3.0094	0.0007
5.2516	5.2661	0.0016
1.9106	1.9154	-0.001
1.5908	1.5948	-0.0009
5.3745	5.3893	0.0021
22.3246	22.3888	0.0032
3.0506	3.0587	-0.002
1.9323	1.9372	-0.0013
1.6079	1.6119	-0.0012
3.0923	3.1005	0.0001
24.6214	24.6923	0.0043
1.9558	1.9607	-0.0027
1.6254	1.6294	-0.0018
3.1343	3.1426	0.0026
27.4952	27.5745	0.0026
1.637	1.641	0.004
1.9733	1.9783	0.0014
5.5022	5.5174	0.0028
1.6557	1.6598	0.0027
31.0572	31.1469	0.0041
3.1886	3.1971	-0.0008
5.6427	5.6584	0.0014
1.6683	1.6724	0.0078
35.7203	35.8235	0.0041
5.7826	5.7986	0.0023
1.9958	2.0009	0.0014
1.6991	1.7034	-0.0053
5.9389	5.9554	0.0005
42.0466	42.1683	0.0034
2.0196	2.0247	0.0007
3.2333	3.2419	0.0016
51.0661	51.2141	0.0032
6.1017	6.1187	-0.001
3.2794	3.2881	0.0039
64.9705	65.159	0.0039
6.2582	6.2756	0.0017
11.4056	11.6058	0.0035
3.343	3.3519	-0.0021
88.3571	88.6138	0.0225
4.3937	4.4703	0.0008
6.4325	6.4504	0.0018
2.0434	2.0486	0.0002
89.1221	89.381	0.008
89.454	89.7139	0.0017
6.6224	6.6408	0.0004
2.0689	2.0741	-0.0012
4.4758	4.5538	0.0034
2.628	2.6735	0.0007
6.8153	6.8344	0.0009
11.9891	12.1996	0.0036
4.5731	4.6529	0.0016
1.7946	1.8255	-0.0008
4.6636	4.7449	0.0037
2.089	2.0943	0.0021
3.3906	3.3996	0.0009
4.7669	4.8501	0.0024
7.0176	7.0372	0.0019
12.6346	12.8564	0.0037
3.4424	3.4517	0.0024
4.8772	4.9623	0.0003
2.6626	2.7087	0.0013
13.3555	13.59	0.0035
3.5032	3.5126	0.0003
4.9786	5.0655	0.0027
14.1497	14.3982	0.0048
3.5581	3.5677	0.002
5.0887	5.1775	0.0037
2.1145	2.1199	0.0013
3.615	3.6247	0.0034
3.68	3.6899	0.0019
1.8191	1.8504	-0.0052
17.2394	17.5934	0.0052
5.0856	5.1895	0.0022
1.8266	1.8581	0.0064
2.6974	2.7442	0.0022
5.2067	5.3131	0.0012
5.3272	5.4361	0.0021
2.1413	2.1468	-0.0002
7.2346	7.2549	0.0024
2.8912	2.95	0.0002
3.748	3.7582	-0
15.0646	15.3292	0.004
18.6435	19.0264	0.0017
1.853	1.8849	0.0008
1.9365	1.9756	-0.0008
2.7355	2.7829	0.0016
1.9626	2.0023	-0.0044
5.2156	5.3067	0.0008
5.449	5.5604	0.0042
2.1635	2.1691	0.0024
5.3337	5.4268	0.0025
5.5873	5.7015	0.0032
3.8065	3.8168	0.0033
16.0908	16.3735	0.0045
20.2367	20.6525	0.0024
1.8716	1.9038	0.0026
17.3137	17.618	0.0004
2.7785	2.8266	-0.0014
1.9814	2.0215	-0.0013
7.4703	7.4912	0.0017
2.8111	2.8598	0.0024
2.1927	2.1983	-0.0002
2.9357	2.9953	-0.0013
5.7249	5.8419	0.0043
3.8754	3.8859	0.0028
22.1361	22.591	0.0026
3.9486	3.9593	0.0015
1.7134	1.7177	-0.0013
18.6793	19.0076	0.0009
2.0016	2.042	0.0008
1.7294	1.7337	0.0011
5.4688	5.5643	0.0006
2.8518	2.9012	0.0019
7.7133	7.735	0.0027
5.6064	5.7044	-0.0001
2.8928	2.943	0.0018
1.8924	1.925	0.0027
1.4196	1.4482	0.0022
4.0127	4.0236	0.0051
1.9209	1.954	-0.0037
2.0321	2.0731	-0.0053
5.8785	5.9987	0.0028
7.9813	8.0037	0.0019
2.0518	2.0933	-0.0022
6.0389	6.1624	0.0016
24.4082	24.9098	0.0041
4.0994	4.1105	0.0002
1.4396	1.4686	-0.0042
27.2502	27.8104	0.0028
2.2189	2.2246	-0
1.9343	1.9676	0.0036
5.7405	5.8408	0.0022
8.2604	8.2837	0.0025
2.0732	2.1151	-0
2.9325	2.9834	0.003
2.9726	3.033	0.0021
2.0968	2.1392	0.0005
20.2674	20.6237	0.0024
1.4492	1.4783	0.002
2.1204	2.1633	0.0015
2.2478	2.2536	-0.0016
1.9596	1.9934	0.0007
5.8911	5.994	0.0017
2.2732	2.279	-0
6.2027	6.3295	0.0018
2.9754	3.027	0.003
2.3006	2.3065	0.0004
30.7859	31.4188	0.004
22.1638	22.5535	0.003
2.3268	2.3328	0.002
2.1463	2.1897	0.0009
35.4092	36.1374	0.004
1.9849	2.0191	-0.0018
2.1722	2.2162	0.0008
41.6766	42.5338	0.0034
6.3775	6.508	0.0013
3.0203	3.0727	0.0025
50.5775	51.6179	0.0045
8.5675	8.5917	0.0017
6.5591	6.6933	0.0017
3.0669	3.1201	0.0016
64.396	65.721	0.004
3.0168	3.0781	0.0019
2.1936	2.238	0.0045
1.4641	1.4936	0.002
2.003	2.0375	0.0022
2.2264	2.2715	-0.0003
2.3638	2.3699	-0.0038
6.0518	6.1576	0.0005
8.889	8.9141	0.0024
6.753	6.8912	0.0015
87.58	89.3822	0.0225
88.3291	90.1468	0.0082
88.6682	90.4928	0.0017
6.9616	7.1041	0.0005
1.4847	1.5146	-0.0043
2.0305	2.0656	-0.0015
7.1777	7.3246	0.0008
2.3843	2.3904	0.0028
6.2101	6.3187	0.0023
3.1093	3.1633	0.0037
7.4074	7.559	0.001
6.3874	6.4991	0.0012
2.4212	2.4275	-0.002
2.2513	2.2969	0.0014
6.5666	6.6814	0.0023
2.0514	2.0868	0.0007
2.2817	2.3278	-0.0006
6.7605	6.8788	0.0021
24.4481	24.8781	0.0038
3.1596	3.2144	0.0022
1.4938	1.5238	0.0029
7.6485	7.8051	0.002
2.452	2.4584	-0.0019
9.2354	9.2615	0.0032
3.0655	3.1278	-0.0001
2.3094	2.3562	-0.0002
9.6171	9.6443	0.0026
3.1104	3.1736	0.0006
27.2915	27.7715	0.0027
1.5142	1.5447	-0.0026
3.2137	3.2696	-0.0006
7.9087	8.0706	0.0024
2.4792	2.4856	0.0011
3.2656	3.3223	-0.0015
2.0753	2.1111	0.0008
3.1547	3.2188	0.0023
2.3341	2.3813	0.0028
30.8293	31.3717	0.0041
6.9696	7.0916	0.0011
2.3664	2.4143	0.0006
3.2066	3.2718	0.0007
3.3135	3.371	0.0005
2.3982	2.4468	-0.0007
2.1017	2.138	-0.0009
1.528	1.5588	-0.0005
2.5106	2.5171	0.0015
35.4632	36.0872	0.0039
8.1852	8.3528	0.0031
7.1787	7.3043	0.0031
3.3652	3.4237	0.0011
1.4272	1.4516	-0.0043
3.2573	3.3235	0.0003
3.4189	3.4783	0.0016
3.1993	3.2739	0.002
1.5384	1.5693	0.0057
2.0893	2.1378	0.0041
3.2484	3.3241	0.0025
41.7407	42.4754	0.0033
